"Fap3","annee","Pourcentage","Horaire_atypique","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"B4Z","2017-2019",2.17,"Travail de nuit","Ouvriers qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z","2017-2019",7.02,"Travail le dimanche","Ouvriers qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"F1Z","2017-2019",32.33,"Travail le samedi","Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z","2017-2019",6.97,"Travail de nuit","Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z","2017-2019",10.91,"Travail le dimanche","Ouvriers qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","2017-2019",40.73,"Travail le samedi","Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","2017-2019",5.08,"Travail de nuit","Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z41","2017-2019",14.22,"Travail le dimanche","Ouvriers qualifiés du travail artisanal du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F3Z","2017-2019",22.89,"Travail le samedi","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z","2017-2019",5.22,"Travail de nuit","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z","2017-2019",9.05,"Travail le dimanche","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","2017-2019",8.01,"Travail le samedi","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","2017-2019",5.51,"Travail de nuit","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z41","2017-2019",2.89,"Travail le dimanche","Ouvriers qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F1Z40","2017-2019",16.71,"Travail le samedi","Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z40","2017-2019",10.48,"Travail de nuit","Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"F1Z40","2017-2019",4.75,"Travail le dimanche","Ouvriers qualifiés du travail industriel du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F1Z","Ouvriers qualifiés du textile et du cuir"
"G0A43","2017-2019",27.22,"Travail le samedi","Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A43","2017-2019",8.24,"Travail de nuit","Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A43","2017-2019",18.41,"Travail le dimanche","Ouvriers qualifiés polyvalents d'entretien du bâtiment","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"D1Z","2017-2019",22.89,"Travail le samedi","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z","2017-2019",24.89,"Travail de nuit","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z","2017-2019",8.48,"Travail le dimanche","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z41","2017-2019",22.39,"Travail le samedi","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z41","2017-2019",21.44,"Travail de nuit","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z41","2017-2019",8.29,"Travail le dimanche","Ouvriers qualifiés travaillant par enlèvement de métal","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D2Z","2017-2019",18.69,"Travail le samedi","Ouvriers qualifiés travaillant par formage de métal","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z","2017-2019",6.56,"Travail de nuit","Ouvriers qualifiés travaillant par formage de métal","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z","2017-2019",5.37,"Travail le dimanche","Ouvriers qualifiés travaillant par formage de métal","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"S3Z00","2017-2019",87.75,"Travail le samedi","Patrons d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z00","2017-2019",15.96,"Travail de nuit","Patrons d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z00","2017-2019",64.09,"Travail le dimanche","Patrons d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z","2017-2019",79.26,"Travail le samedi","Patrons et cadres d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z","2017-2019",15.81,"Travail de nuit","Patrons et cadres d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z","2017-2019",57.12,"Travail le dimanche","Patrons et cadres d'hôtels, cafés, restaurants","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"N0Z","2017-2019",23.99,"Travail le samedi","Personnels d'études et de recherche","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z","2017-2019",6.4,"Travail de nuit","Personnels d'études et de recherche","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z","2017-2019",15.61,"Travail le dimanche","Personnels d'études et de recherche","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"J6Z91","2017-2019",NA,"Travail le samedi","Personnels navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z91","2017-2019",NA,"Travail de nuit","Personnels navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z91","2017-2019",NA,"Travail le dimanche","Personnels navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"V2Z93","2017-2019",73.2,"Travail le samedi","Pharmaciens","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z93","2017-2019",12.5,"Travail de nuit","Pharmaciens","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z93","2017-2019",19.8,"Travail le dimanche","Pharmaciens","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"U1Z81","2017-2019",73.74,"Travail le samedi","Photographes","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z81","2017-2019",22.81,"Travail de nuit","Photographes","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z81","2017-2019",45.46,"Travail le dimanche","Photographes","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"E1Z40","2017-2019",40.67,"Travail le samedi","Pilotes d'installation lourde des industries de transformation","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z40","2017-2019",55.07,"Travail de nuit","Pilotes d'installation lourde des industries de transformation","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z40","2017-2019",21.67,"Travail le dimanche","Pilotes d'installation lourde des industries de transformation","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"B4Z41","2017-2019",31.27,"Travail le samedi","Plombiers, chauffagistes","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z41","2017-2019",1.7,"Travail de nuit","Plombiers, chauffagistes","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z41","2017-2019",7.75,"Travail le dimanche","Plombiers, chauffagistes","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"X","2017-2019",66.56,"Travail le samedi","Politique, religion","X","Politique, religion",NA,NA
"X","2017-2019",8.61,"Travail de nuit","Politique, religion","X","Politique, religion",NA,NA
"X","2017-2019",43,"Travail le dimanche","Politique, religion","X","Politique, religion",NA,NA
"W0Z80","2017-2019",56.43,"Travail le samedi","Professeurs des écoles","W","Enseignement, formation","W0Z","Enseignants"
"W0Z80","2017-2019",3.04,"Travail de nuit","Professeurs des écoles","W","Enseignement, formation","W0Z","Enseignants"
"W0Z80","2017-2019",45.56,"Travail le dimanche","Professeurs des écoles","W","Enseignement, formation","W0Z","Enseignants"
"W0Z90","2017-2019",59.85,"Travail le samedi","Professeurs du secondaire","W","Enseignement, formation","W0Z","Enseignants"
"W0Z90","2017-2019",6.57,"Travail de nuit","Professeurs du secondaire","W","Enseignement, formation","W0Z","Enseignants"
"W0Z90","2017-2019",48.1,"Travail le dimanche","Professeurs du secondaire","W","Enseignement, formation","W0Z","Enseignants"
"W0Z92","2017-2019",58.63,"Travail le samedi","Professeurs du supérieur","W","Enseignement, formation","W0Z","Enseignants"
"W0Z92","2017-2019",7.99,"Travail de nuit","Professeurs du supérieur","W","Enseignement, formation","W0Z","Enseignants"
"W0Z92","2017-2019",38.85,"Travail le dimanche","Professeurs du supérieur","W","Enseignement, formation","W0Z","Enseignants"
"V5Z","2017-2019",33.06,"Travail le samedi","Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z","2017-2019",5.12,"Travail de nuit","Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z","2017-2019",18.48,"Travail le dimanche","Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V4Z85","2017-2019",15.46,"Travail le samedi","Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z85","2017-2019",1.78,"Travail de nuit","Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z85","2017-2019",4.99,"Travail le dimanche","Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","2017-2019",26.45,"Travail le samedi","Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","2017-2019",4.12,"Travail de nuit","Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","2017-2019",17.57,"Travail le dimanche","Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V5Z81","2017-2019",23.68,"Travail le samedi","Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z81","2017-2019",3.23,"Travail de nuit","Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z81","2017-2019",10.96,"Travail le dimanche","Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V4Z80","2017-2019",NA,"Travail le samedi","Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z80","2017-2019",NA,"Travail de nuit","Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z80","2017-2019",NA,"Travail le dimanche","Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"U0Z","2017-2019",34.45,"Travail le samedi","Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","2017-2019",6.59,"Travail de nuit","Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","2017-2019",24.98,"Travail le dimanche","Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"X0Z00","2017-2019",58.65,"Travail le samedi","Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","2017-2019",6.71,"Travail de nuit","Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","2017-2019",26.4,"Travail le dimanche","Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","2017-2019",66.56,"Travail le samedi","Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","2017-2019",8.61,"Travail de nuit","Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","2017-2019",43,"Travail le dimanche","Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"U1Z","2017-2019",53.42,"Travail le samedi","Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","2017-2019",17.09,"Travail de nuit","Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","2017-2019",33.72,"Travail le dimanche","Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","2017-2019",50.57,"Travail le samedi","Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","2017-2019",21.46,"Travail de nuit","Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","2017-2019",34.67,"Travail le dimanche","Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"P3Z90","2017-2019",47.09,"Travail le samedi","Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","2017-2019",10.12,"Travail de nuit","Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","2017-2019",30.06,"Travail le dimanche","Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","2017-2019",48.16,"Travail le samedi","Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","2017-2019",10.39,"Travail de nuit","Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","2017-2019",30.35,"Travail le dimanche","Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"B2Z41","2017-2019",NA,"Travail le samedi","Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","2017-2019",NA,"Travail de nuit","Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","2017-2019",NA,"Travail le dimanche","Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"P1Z","2017-2019",13.96,"Travail le samedi","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","2017-2019",2.56,"Travail de nuit","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","2017-2019",6.68,"Travail le dimanche","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"R3Z82","2017-2019",17.57,"Travail le samedi","Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","2017-2019",1.99,"Travail de nuit","Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","2017-2019",3.83,"Travail le dimanche","Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"P1Z82","2017-2019",42.87,"Travail le samedi","Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","2017-2019",5.38,"Travail de nuit","Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","2017-2019",2.8,"Travail le dimanche","Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"V3Z","2017-2019",46.34,"Travail le samedi","Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","2017-2019",4.47,"Travail de nuit","Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","2017-2019",11.88,"Travail le dimanche","Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","2017-2019",27.64,"Travail le samedi","Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","2017-2019",1.7,"Travail de nuit","Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","2017-2019",7.92,"Travail le dimanche","Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"A3Z40","2017-2019",NA,"Travail le samedi","Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","2017-2019",NA,"Travail de nuit","Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","2017-2019",NA,"Travail le dimanche","Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"Q0Z60","2017-2019",30.79,"Travail le samedi","Q0Z60","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","2017-2019",0.4,"Travail de nuit","Q0Z60","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","2017-2019",1,"Travail le dimanche","Q0Z60","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"R2Z83","2017-2019",53.18,"Travail le samedi","Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","2017-2019",1.82,"Travail de nuit","Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","2017-2019",11.89,"Travail le dimanche","Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"J4Z80","2017-2019",26.27,"Travail le samedi","Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","2017-2019",15.86,"Travail de nuit","Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","2017-2019",18.06,"Travail le dimanche","Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J1Z80","2017-2019",27.46,"Travail le samedi","Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","2017-2019",7.44,"Travail de nuit","Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","2017-2019",9.42,"Travail le dimanche","Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"D1Z40","2017-2019",24.62,"Travail le samedi","Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","2017-2019",36.85,"Travail de nuit","Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","2017-2019",9.14,"Travail le dimanche","Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"V1Z81","2017-2019",72.46,"Travail le samedi","Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","2017-2019",53.81,"Travail de nuit","Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","2017-2019",64.53,"Travail le dimanche","Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V","2017-2019",50.58,"Travail le samedi","Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","2017-2019",13.23,"Travail de nuit","Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","2017-2019",36.16,"Travail le dimanche","Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"L0Z","2017-2019",17.84,"Travail le samedi","Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","2017-2019",0.57,"Travail de nuit","Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","2017-2019",3.67,"Travail le dimanche","Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","2017-2019",17.84,"Travail le samedi","Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","2017-2019",0.57,"Travail de nuit","Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","2017-2019",3.67,"Travail le dimanche","Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L3Z","2017-2019",7.65,"Travail le samedi","Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","2017-2019",0.69,"Travail de nuit","Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","2017-2019",3.45,"Travail le dimanche","Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"S2Z61","2017-2019",73.02,"Travail le samedi","Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","2017-2019",19.7,"Travail de nuit","Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","2017-2019",52.65,"Travail le dimanche","Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"T","2017-2019",40.39,"Travail le samedi","Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","2017-2019",7.56,"Travail de nuit","Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","2017-2019",21.33,"Travail le dimanche","Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"D2Z42","2017-2019",14.99,"Travail le samedi","Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","2017-2019",11.2,"Travail de nuit","Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","2017-2019",5.67,"Travail le dimanche","Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"V5Z82","2017-2019",66.07,"Travail le samedi","Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","2017-2019",3.08,"Travail de nuit","Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","2017-2019",39.47,"Travail le dimanche","Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V3Z71","2017-2019",63.52,"Travail le samedi","Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z71","2017-2019",2.33,"Travail de nuit","Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z71","2017-2019",7.37,"Travail le dimanche","Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V5Z84","2017-2019",11.37,"Travail le samedi","Surveillants d'établissements scolaires","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z84","2017-2019",8.97,"Travail de nuit","Surveillants d'établissements scolaires","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z84","2017-2019",6.13,"Travail le dimanche","Surveillants d'établissements scolaires","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"T0Z60","2017-2019",88.84,"Travail le samedi","T0Z60","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","2017-2019",0.62,"Travail de nuit","T0Z60","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
