"Fap","diplome","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"A0Z","Bac + 2",13.58814,0.181483479937921,"Agriculteurs, éleveurs, sylviculteurs, bûcherons","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z","Bac, brevet professionnel ou équivalent",29.02802,0.387698837759073,"Agriculteurs, éleveurs, sylviculteurs, bûcherons","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z","CAP, BEP ou autre diplôme équivalent",11.33032,0.151327989144226,"Agriculteurs, éleveurs, sylviculteurs, bûcherons","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z","Aucun diplôme, CEP ou brevet des collèges",5.90967,0.0789296752082871,"Agriculteurs, éleveurs, sylviculteurs, bûcherons","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z","En cours d'études initiales",10.29956,0.137561137185032,"Agriculteurs, éleveurs, sylviculteurs, bûcherons","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A","Diplôme supérieur (bac +3 ou plus)",12.99489,0.0756802544788297,"Agriculture, marine, pêche","A","Agriculture, marine, pêche",NA,NA
"A","Bac + 2",28.27572,0.164673474355853,"Agriculture, marine, pêche","A","Agriculture, marine, pêche",NA,NA
"A","Bac, brevet professionnel ou équivalent",55.36306,0.322426005108679,"Agriculture, marine, pêche","A","Agriculture, marine, pêche",NA,NA
"A","CAP, BEP ou autre diplôme équivalent",26.17305,0.152427845444412,"Agriculture, marine, pêche","A","Agriculture, marine, pêche",NA,NA
"A","Aucun diplôme, CEP ou brevet des collèges",21.42324,0.124765677505623,"Agriculture, marine, pêche","A","Agriculture, marine, pêche",NA,NA
"A","En cours d'études initiales",27.47784,0.160026743106603,"Agriculture, marine, pêche","A","Agriculture, marine, pêche",NA,NA
"S1Z20","Diplôme supérieur (bac +3 ou plus)",2.63629,0.0580660408734674,"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z20","Bac + 2",1.71394,0.0377506685890667,"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z20","Bac, brevet professionnel ou équivalent",10.53654,0.232074302259965,"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z20","CAP, BEP ou autre diplôme équivalent",7.9103,0.174229619321618,"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z20","Aucun diplôme, CEP ou brevet des collèges",7.9406,0.174896996976757,"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z20","En cours d'études initiales",14.66391,0.322982371979125,"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"T2A","Diplôme supérieur (bac +3 ou plus)",2.10513,0.0329765558216318,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","Bac + 2",3.21069,0.0502949927134928,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","Bac, brevet professionnel ou équivalent",21.65871,0.33928054768092,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","CAP, BEP ou autre diplôme équivalent",20.30621,0.318093831540465,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","Aucun diplôme, CEP ou brevet des collèges",11.62505,0.182104720494345,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","En cours d'études initiales",4.93138,0.0772493517491455,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A60","Diplôme supérieur (bac +3 ou plus)",2.15837,0.0327657839334911,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A60","Bac + 2",3.03511,0.046075398784443,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A60","Bac, brevet professionnel ou équivalent",23.16853,0.351716827067003,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A60","CAP, BEP ou autre diplôme équivalent",22.21833,0.337292030626354,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A60","Aucun diplôme, CEP ou brevet des collèges",10.9578,0.16634817347647,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A60","En cours d'études initiales",4.33454,0.0658017861122395,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"V0Z","Diplôme supérieur (bac +3 ou plus)",3.44286,0.0232928356632078,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","Bac + 2",4.78967,0.0324047437859792,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","Bac, brevet professionnel ou équivalent",54.19405,0.366652463525576,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","CAP, BEP ou autre diplôme équivalent",75.237,0.509019558388306,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","Aucun diplôme, CEP ou brevet des collèges",2.82357,0.0191029992487535,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","En cours d'études initiales",7.32053,0.0495273993881779,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","Diplôme supérieur (bac +3 ou plus)",3.08987,0.0225925079652909,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","Bac + 2",4.23359,0.0309551585654982,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","Bac, brevet professionnel ou équivalent",49.52205,0.362095269083338,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","CAP, BEP ou autre diplôme équivalent",69.5338,0.508417160060761,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","Aucun diplôme, CEP ou brevet des collèges",3.13271,0.0229057454287547,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","En cours d'études initiales",7.25323,0.0530341588963571,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"S0Z20","Diplôme supérieur (bac +3 ou plus)",0.05211,0.0015983544709143,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","Bac + 2",0.52276,0.0160344613934976,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","Bac, brevet professionnel ou équivalent",1.26507,0.0388031143834112,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","CAP, BEP ou autre diplôme équivalent",1.7756,0.0544624486385615,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","Aucun diplôme, CEP ou brevet des collèges",2.26493,0.069471521623641,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","En cours d'études initiales",26.72181,0.819630099489974,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"B7Z90","Diplôme supérieur (bac +3 ou plus)",7.3392,0.823325768530495,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","Bac + 2",0,0,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","Bac, brevet professionnel ou équivalent",0,0,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","CAP, BEP ou autre diplôme équivalent",NA,NA,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","Aucun diplôme, CEP ou brevet des collèges",0.19681,0.022078529608743,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","En cours d'études initiales",1.37808,0.154595701860762,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"P4Z","Diplôme supérieur (bac +3 ou plus)",5.19605,0.0659477550564536,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","Bac + 2",10.52866,0.133628716188774,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","Bac, brevet professionnel ou équivalent",42.54663,0.539997639306311,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","CAP, BEP ou autre diplôme équivalent",9.16982,0.116382452684591,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","Aucun diplôme, CEP ou brevet des collèges",7.42073,0.0941831745999512,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","En cours d'études initiales",3.92851,0.0498602621639184,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","Inconnu",0,0,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"K","Diplôme supérieur (bac +3 ou plus)",1.59505,0.0846076238892614,"Artisanat","K","Artisanat",NA,NA
"K","Bac + 2",1.72521,0.0915118139305932,"Artisanat","K","Artisanat",NA,NA
"K","Bac, brevet professionnel ou équivalent",5.21459,0.276602030943672,"Artisanat","K","Artisanat",NA,NA
"K","CAP, BEP ou autre diplôme équivalent",3.98506,0.211383002198138,"Artisanat","K","Artisanat",NA,NA
"K","Aucun diplôme, CEP ou brevet des collèges",5.31709,0.282039027557351,"Artisanat","K","Artisanat",NA,NA
"K","En cours d'études initiales",1.01532,0.0538565014809848,"Artisanat","K","Artisanat",NA,NA
"F3Z40","Diplôme supérieur (bac +3 ou plus)",0.04885,0.0742751144156061,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","Bac + 2",0.24167,0.367452751296203,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","Bac, brevet professionnel ou équivalent",0.24595,0.373960376469157,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","CAP, BEP ou autre diplôme équivalent",0.12122,0.184311757819033,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","Aucun diplôme, CEP ou brevet des collèges",0,0,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","En cours d'études initiales",NA,NA,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
