"Fap","Age","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"S1Z20","Moins de 30 ans","2017-2019",41.4691095603508,"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z20","30-49 ans","2017-2019",40.5931200233169,"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z20","50 ans et plus","2017-2019",17.9377704163322,"Aides de cuisine, apprentis de cuisine et employés polyvalents de la restauration","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"T2A","Moins de 30 ans","1982-1984",NA,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","30-49 ans","1982-1984",NA,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","50 ans et plus","1982-1984",NA,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","Moins de 30 ans","2017-2019",11.4482110196481,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","30-49 ans","2017-2019",40.600286131838,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"T2A","50 ans et plus","2017-2019",47.9515028485139,"Aides à domicile et aides ménagères","T","Services aux particuliers et aux collectivités","T2A","Aides à domicile et aides ménagères"
"V0Z","Moins de 30 ans","1982-1984",43.0457201806329,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","30-49 ans","1982-1984",44.1860779903352,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","50 ans et plus","1982-1984",12.7682018290319,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","Moins de 30 ans","2017-2019",20.3325368840955,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","30-49 ans","2017-2019",52.1883012999739,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z","50 ans et plus","2017-2019",27.4791618159307,"Aides-soignants","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"S0Z20","Moins de 30 ans","2003-2005",80.6143325381038,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","30-49 ans","2003-2005",12.1893286866846,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","50 ans et plus","2003-2005",7.19633877521162,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","Moins de 30 ans","2017-2019",80.5906738676869,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","30-49 ans","2017-2019",12.9993121938069,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z20","50 ans et plus","2017-2019",6.41001393850618,"Apprentis et ouvriers non qualifiés de l'alimentation (hors industries agro-alimentaires)","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"B7Z90","Moins de 30 ans","2003-2005",10.2428975079415,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","30-49 ans","2003-2005",53.4708938707476,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","50 ans et plus","2003-2005",36.2862086213108,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","Moins de 30 ans","2017-2019",13.3198531529859,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","30-49 ans","2017-2019",51.3434837437667,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z90","50 ans et plus","2017-2019",35.3366631032474,"Architectes","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"P4Z","Moins de 30 ans","1982-1984",68.9794197234972,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","30-49 ans","1982-1984",28.0395075976956,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","50 ans et plus","1982-1984",2.98107267880722,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","Moins de 30 ans","2017-2019",22.428497819488,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","30-49 ans","2017-2019",61.7488053448271,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z","50 ans et plus","2017-2019",15.8226968356849,"Armée, police, pompiers","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"K","Moins de 30 ans","1982-1984",43.2841919144715,"Artisanat","K","Artisanat",NA,NA
"K","30-49 ans","1982-1984",37.0377633496416,"Artisanat","K","Artisanat",NA,NA
"K","50 ans et plus","1982-1984",19.6780447358869,"Artisanat","K","Artisanat",NA,NA
"K","Moins de 30 ans","2017-2019",18.3039741845583,"Artisanat","K","Artisanat",NA,NA
"K","30-49 ans","2017-2019",47.1577653906395,"Artisanat","K","Artisanat",NA,NA
"K","50 ans et plus","2017-2019",34.5382604248021,"Artisanat","K","Artisanat",NA,NA
"F3Z40","Moins de 30 ans","2003-2005",6.6632593780844,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","30-49 ans","2003-2005",49.9868331916143,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","50 ans et plus","2003-2005",43.3499074303014,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","Moins de 30 ans","2017-2019",3.25675797705749,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","30-49 ans","2017-2019",45.7326929040106,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"F3Z40","50 ans et plus","2017-2019",51.0105491189319,"Artisans du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F3Z","Ouvriers qualifiés du travail du bois et de l'ameublement"
"K0Z","Moins de 30 ans","1982-1984",43.2841919144715,"Artisans et ouvriers artisanaux","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z","30-49 ans","1982-1984",37.0377633496416,"Artisans et ouvriers artisanaux","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z","50 ans et plus","1982-1984",19.6780447358869,"Artisans et ouvriers artisanaux","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z","Moins de 30 ans","2017-2019",18.3039741845583,"Artisans et ouvriers artisanaux","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z","30-49 ans","2017-2019",47.1577653906395,"Artisans et ouvriers artisanaux","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z","50 ans et plus","2017-2019",34.5382604248021,"Artisans et ouvriers artisanaux","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z40","Moins de 30 ans","2003-2005",10.2593661497613,"Artisans et ouvriers qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z40","30-49 ans","2003-2005",64.6083843372923,"Artisans et ouvriers qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z40","50 ans et plus","2003-2005",25.1322495129464,"Artisans et ouvriers qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z40","Moins de 30 ans","2017-2019",13.7888850022623,"Artisans et ouvriers qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z40","30-49 ans","2017-2019",50.5781532285559,"Artisans et ouvriers qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z40","50 ans et plus","2017-2019",35.6329617691818,"Artisans et ouvriers qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"U1Z91","Moins de 30 ans","2003-2005",18.2375936778812,"Artistes (musique, danse, spectacles)","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z91","30-49 ans","2003-2005",62.4988583998963,"Artistes (musique, danse, spectacles)","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z91","50 ans et plus","2003-2005",19.2635479222225,"Artistes (musique, danse, spectacles)","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z91","Moins de 30 ans","2017-2019",14.6209337424992,"Artistes (musique, danse, spectacles)","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z91","30-49 ans","2017-2019",50.5131877387335,"Artistes (musique, danse, spectacles)","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z91","50 ans et plus","2017-2019",34.8658785187673,"Artistes (musique, danse, spectacles)","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z93","Moins de 30 ans","2003-2005",6.63812865396186,"Artistes plasticiens","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z93","30-49 ans","2003-2005",62.3802427815721,"Artistes plasticiens","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z93","50 ans et plus","2003-2005",30.9816285644661,"Artistes plasticiens","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z93","Moins de 30 ans","2017-2019",15.0275399284657,"Artistes plasticiens","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z93","30-49 ans","2017-2019",47.1688926272242,"Artistes plasticiens","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z93","50 ans et plus","2017-2019",37.8035674443101,"Artistes plasticiens","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"T2B","Moins de 30 ans","1982-1984",NA,"Assistantes maternelles","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"T2B","30-49 ans","1982-1984",NA,"Assistantes maternelles","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"T2B","50 ans et plus","1982-1984",NA,"Assistantes maternelles","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"T2B","Moins de 30 ans","2017-2019",8.4657850649068,"Assistantes maternelles","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"T2B","30-49 ans","2017-2019",48.0169128557219,"Assistantes maternelles","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"T2B","50 ans et plus","2017-2019",43.5173020793713,"Assistantes maternelles","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"U0Z80","Moins de 30 ans","2003-2005",43.974856215472,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z80","30-49 ans","2003-2005",49.606325557784,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z80","50 ans et plus","2003-2005",6.41881822674402,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z80","Moins de 30 ans","2017-2019",47.5989886268431,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z80","30-49 ans","2017-2019",41.0421026362944,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
