"Fap","Secteur","Label_secteur","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"T2B60","OZ","Administration publique",16.64242,3.94543993970803,"Assistantes maternelles","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"T2B60","AU","Autres secteurs",11.6173,2.75412827050213,"Assistantes maternelles","T","Services aux particuliers et aux collectivités","T2B","Assistantes maternelles"
"U0Z80","GZ","Commerce ; réparation d'automobiles et de motocycles",6.98863,14.55782004007,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z80","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",5.80813,12.0987534480051,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z80","RZ","Arts, spectacles et activités récréatives",3.41004,7.10335912037699,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z80","AU","Autres secteurs",31.79922,66.240067391548,"Assistants de communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"R2Z80","GZ","Commerce ; réparation d'automobiles et de motocycles",208.04969,46.8784620939357,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","FZ","Construction",24.9581,5.62364377849665,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","NZ","Activités de services administratifs et de soutien",21.42511,4.82757848374301,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z80","AU","Autres secteurs",189.37366,42.6703156438246,"Attachés commerciaux","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","GZ","Commerce ; réparation d'automobiles et de motocycles",249.53811,46.0751074623147,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","LZ","Activités immobilières",55.23908,10.1994302478263,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","FZ","Construction",28.95529,5.3463500959933,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z","AU","Autres secteurs",207.85738,38.3791121938657,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"P1Z81","OZ","Administration publique",223.06093,66.1030133495762,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","QA","Activités pour la santé humaine",41.02831,12.1585385824427,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","PZ","Enseignement",25.06608,7.42820995528686,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","AU","Autres secteurs",48.2891,14.3102381126942,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"E0Z24","CC","Travail du bois, industries du papier et imprimerie",4.19763,19.7847616569761,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","NZ","Activités de services administratifs et de soutien",3.85931,18.1901521835856,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","EZ","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",3.51906,16.5864460080089,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","AU","Autres secteurs",9.64048,45.4386401514295,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E1Z47","NZ","Activités de services administratifs et de soutien",1.72351,14.9182896217433,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","EZ","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",1.49707,12.9582792348308,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","GZ","Commerce ; réparation d'automobiles et de motocycles",1.41338,12.2338786462391,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","AU","Autres secteurs",6.91904,59.8895524971869,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",58.70367,71.4810681989042,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","IZ","Hébergement et restauration",14.82217,18.0483527627106,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","GZ","Commerce ; réparation d'automobiles et de motocycles",3.20751,3.905654298252,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","AU","Autres secteurs",5.39143,6.56492474013325,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","CG","Fabrication de produits en caoutchouc et en plastique",28.08198,43.904635474164,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","CE","Industrie chimique",17.76621,27.7764948841729,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","CF","Industrie pharmaceutique",6.94947,10.8651151766591,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","AU","Autres secteurs",11.16365,17.4537544650039,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","CH","Métallurgie et fabrication de produits métalliques",24.24441,43.5117853493178,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","CG","Fabrication de produits en caoutchouc et en plastique",14.15402,25.4024197771755,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","EZ","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2.37007,4.25359813263584,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","AU","Autres secteurs",14.95068,26.8321967408709,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"V3Z80","QA","Activités pour la santé humaine",121.71334,78.1767279964499,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","QB","Hébergement médico-social et social et action sociale sans hébergement",13.43057,8.62648266596972,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","SZ","Autres activités de services",5.58571,3.58771299298047,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","AU","Autres secteurs",14.96037,9.60907634459993,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"Q","KZ","Activités financières et d'assurance",565.7809,81.4235076882763,"Banque et assurances","Q","Banque et assurances",NA,NA
"Q","OZ","Administration publique",99.54717,14.326181321853,"Banque et assurances","Q","Banque et assurances",NA,NA
"Q","AU","Autres secteurs",29.53379,4.25031098987071,"Banque et assurances","Q","Banque et assurances",NA,NA
"S0Z40","GZ","Commerce ; réparation d'automobiles et de motocycles",49.14864,53.7252701149589,"Bouchers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z40","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",39.98329,43.7064597379446,"Bouchers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z40","AU","Autres secteurs",2.34949,2.56827014709654,"Bouchers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",141.43964,59.3875724974041,"Bouchers, charcutiers, boulangers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z","GZ","Commerce ; réparation d'automobiles et de motocycles",83.1276,34.9035558315562,"Bouchers, charcutiers, boulangers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z","AU","Autres secteurs",13.59646,5.70887167103971,"Bouchers, charcutiers, boulangers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z42","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",70.72334,75.5603913441711,"Boulangers, pâtissiers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z42","GZ","Commerce ; réparation d'automobiles et de motocycles",18.29297,19.5440991905527,"Boulangers, pâtissiers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z42","AU","Autres secteurs",4.58212,4.89550946527629,"Boulangers, pâtissiers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"B","FZ","Construction",1231.58382,67.845427597982,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"B","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",135.57035,7.46829262937059,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"B","OZ","Administration publique",114.66051,6.3164124140188,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"B","AU","Autres secteurs",333.46435,18.3698673586286,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"A0Z02","AZ","Agriculture, sylviculture et pêche",7.45228,84.9323655145612,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","NZ","Activités de services administratifs et de soutien",0.45949,5.23672924665817,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","GZ","Commerce ; réparation d'automobiles et de motocycles",0.44079,5.02360853257841,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
